ID_REF,logFC,t,P.Value,adj.P.Val,locus,sig
PA2443_sdaA_at,-0.035868905800001016,-0.227815612112018,0.8288125796499715,0.9606994857547716,PA2443,False
PA2444_glyA2_at,0.052345674249999696,0.3384874598784014,0.748746896716801,0.9347029128473151,PA2444,False
PA2445_gcvP2_at,0.4383675130000002,2.5508389567887755,0.051213766550425144,0.29323368668852373,PA2445,False
PA2446_gcvH2_at,0.5658173198499998,2.3567957769099492,0.06500910971059295,0.3282317340780869,PA2446,False
PA2447_at,0.061760537599999665,0.35071947843772083,0.7400916936686216,0.9316038727402709,PA2447,False
PA2448_at,0.028259887149999052,0.15969453814560142,0.8793724001690639,0.9713567895581238,PA2448,False
PA2449_at,-0.18369702015000033,-1.175578371189218,0.29268757317145755,0.6871795196199438,PA2449,False
PA2450_at,-0.22671397915000036,-1.1729183698207022,0.29366015636001475,0.6883646675965936,PA2450,False
PA2451_at,0.19551756365000017,1.2283328611806135,0.2739823493690217,0.6687173127677457,PA2451,False
PA2452_at,0.07072151764999912,0.43316373186148865,0.6829453447934418,0.9129721325128772,PA2452,False
PA2453_at,-0.042856062300000275,-0.26877698429575786,0.7988389541983901,0.9545201145781007,PA2453,False
PA2454_at,-0.1090462533499994,-0.7079148389330673,0.510623301293582,0.8402372802387542,PA2454,False
PA2455_at,-0.0281604134500002,-0.17545407378714692,0.8676070373330119,0.9699834623855886,PA2455,False
PA2456_at,-0.041696226250000024,-0.26567217031481016,0.8010979913002486,0.9547965555015031,PA2456,False
PA2457_at,-0.03696389215000018,-0.21969906355714847,0.8347932855109396,0.9623839965013165,PA2457,False
PA2458_at,-0.019762275800000673,-0.1163611874353636,0.9118954861789549,0.9779955293250645,PA2458,False
PA2459_at,-0.3670034564,-2.1579687141857633,0.0834007564180239,0.37302192422225583,PA2459,False
PA2460_i_at,-0.017147891400000503,-0.1009621487715008,0.9235040722842266,0.9827779731449933,PA2460,False
PA2461_at,-0.01953075350000022,-0.12688404133679979,0.903976924985807,0.9775204019061836,PA2461,False
PA2462_at,-0.19481716005000038,-0.6311844309355353,0.555644702560978,0.8617983449997144,PA2462,False
PA2464_at,-0.08177554160000078,-0.4345369597651877,0.6820121769396135,0.9128252554564805,PA2464,False
PA2465_at,0.08736049999999995,0.5294721611115013,0.6191346319406791,0.8840952051428437,PA2465,False
PA2466_at,-0.20259291524999945,-0.9914764599157074,0.3669783416072494,0.7479343901316724,PA2466,False
PA2467_at,-0.03250087154999903,-0.18194782929408734,0.8627701706269151,0.968743750798087,PA2467,False
PA2468_at,0.033604300250000385,0.20600875853122436,0.8449095577733856,0.9650956058711717,PA2468,False
PA2469_at,0.2546740059000001,1.6205176494074411,0.166047044070026,0.5399739786719188,PA2469,False
PA2470_gtdA_at,0.4889650308500002,2.663277859168359,0.0447076354958675,0.272129413163057,PA2470,False
PA2471_at,0.09176646800000032,0.5619417336488186,0.5984116219767632,0.8796707799607085,PA2471,False
PA2472_at,0.21418356810000017,1.3416732469995134,0.23740951304348926,0.6341731182029114,PA2472,False
PA2473_at,0.13588838145000004,0.8596132784519798,0.4292811825323685,0.7930787948479351,PA2473,False
PA2474_at,0.18923972249999998,0.9496899713455342,0.38588058670360076,0.7627205968461171,PA2474,False
